*** Configuration ***

Trigger: G-switch,
Smart Recovery option enabled with altitude setting of 3019 ft
Timed recovery set at 25 sec (drogue) and 0 sec (main)
Data is sampled at 200 Hz
Inputs that were sampled: Acceleration, Pressure, the digital inputs
322,890    -64,4     -2115 00FF
322,895    -64,4     -2115 00FF
322,900    -64,4     -2115 00FF
322,905    -64,4     -2115 00FF
322,910    -64,4     -2115 00FF
322,915    -64,4     -2115 00FF
322,920    -64,4     -2115 00FF
322,925    -64,4     -2115 00FF
322,930    -64,4     -2115 00FF
322,935    -64,4     -2115 00FF
322,940    -64,4     -2115 00FF
322,945    -64,4     -2115 00FF
322,950    -64,4     -2115 00FF
322,955    -64,4     -2115 00FF
322,960    -64,4     -2115 00FF
322,965    -64,4     -2115 00FF
322,970    -64,4     -2115 00FF
322,975    -64,4     -2115 00FF
322,980    -64,4     -2115 00FF
322,985    -64,4     -2115 00FF
322,990    -64,4     -2115 00FF
322,995    -64,4     -2115 00FF
323,000    -64,4     -2115 00FF
323,005    -64,4     -2115 00FF
323,010    -64,4     -2115 00FF
323,015    -64,4     -2115 00FF
323,020    -64,4     -2115 00FF
323,025    -64,4     -2115 00FF
323,030    -64,4     -2115 00FF
323,035    -64,4     -2115 00FF
323,040    -64,4     -2115 00FF
323,045    -64,4     -2115 00FF
323,050    -64,4     -2115 00FF
323,055    -64,4     -2115 00FF
323,060    -64,4     -2115 00FF
323,065    -64,4     -2115 00FF
323,070    -64,4     -2115 00FF
323,075    -64,4     -2115 00FF
323,080    -64,4     -2115 00FF
323,085    -64,4     -2115 00FF
323,090    -64,4     -2115 00FF
323,095    -64,4     -2115 00FF
323,100    -64,4     -2115 00FF
323,105    -64,4     -2115 00FF
323,110    -64,4     -2115 00FF
323,115    -64,4     -2115 00FF
323,120    -64,4     -2115 00FF
323,125    -64,4     -2115 00FF
323,130    -64,4     -2115 00FF
323,135    -64,4     -2115 00FF
323,140    -64,4     -2115 00FF
323,145    -64,4     -2115 00FF
323,150    -64,4     -2115 00FF
323,155    -64,4     -2115 00FF
323,160    -64,4     -2115 00FF
323,165    -64,4     -2115 00FF
323,170    -64,4     -2115 00FF
323,175    -64,4     -2115 00FF
323,180    -64,4     -2115 00FF
323,185    -64,4     -2115 00FF
323,190    -64,4     -2115 00FF
323,195    -64,4     -2115 00FF
323,200    -64,4     -2115 00FF
323,205    -64,4     -2115 00FF
323,210    -64,4     -2115 00FF
323,215    -64,4     -2115 00FF
323,220    -64,4     -2115 00FF
323,225    -64,4     -2115 00FF
323,230    -64,4     -2115 00FF
323,235    -64,4     -2115 00FF
323,240    -64,4     -2115 00FF
323,245    -64,4     -2115 00FF
323,250    -64,4     -2115 00FF
323,255    -64,4     -2115 00FF
323,260    -64,4     -2115 00FF
323,265    -64,4     -2115 00FF
323,270    -64,4     -2115 00FF
323,275    -64,4     -2115 00FF
323,280    -64,4     -2115 00FF
323,285    -64,4     -2115 00FF
323,290    -64,4     -2115 00FF
323,295    -64,4     -2115 00FF
323,300    -64,4     -2115 00FF
323,305    -64,4     -2115 00FF
323,310    -64,4     -2115 00FF
323,315    -64,4     -2115 00FF
323,320    -64,4     -2115 00FF
323,325    -64,4     -2115 00FF
323,330    -64,4     -2115 00FF
323,335    -64,4     -2115 00FF
323,340    -64,4     -2115 00FF
323,345    -64,4     -2115 00FF
323,350    -64,4     -2115 00FF
323,355    -64,4     -2115 00FF
323,360    -64,4     -2115 00FF
323,365    -64,4     -2115 00FF
323,370    -64,4     -2115 00FF
323,375    -64,4     -2115 00FF
323,380    -64,4     -2115 00FF
323,385    -64,4     -2115 00FF
323,390    -64,4     -2115 00FF
323,395    -64,4     -2115 00FF
323,400    -64,4     -2115 00FF
323,405    -64,4     -2115 00FF
323,410    -64,4     -2115 00FF
323,415    -64,4     -2115 00FF
323,420    -64,4     -2115 00FF
323,425    -64,4     -2115 00FF
323,430    -64,4     -2115 00FF
323,435    -64,4     -2115 00FF
323,440    -64,4     -2115 00FF
323,445    -64,4     -2115 00FF
323,450    -64,4     -2115 00FF
323,455    -64,4     -2115 00FF
323,460    -64,4     -2115 00FF
323,465    -64,4     -2115 00FF
323,470    -64,4     -2115 00FF
323,475    -64,4     -2115 00FF
323,480    -64,4     -2115 00FF
323,485    -64,4     -2115 00FF
323,490    -64,4     -2115 00FF
323,495    -64,4     -2115 00FF
323,500    -64,4     -2115 00FF
323,505    -64,4     -2115 00FF
323,510    -64,4     -2115 00FF
323,515    -64,4     -2115 00FF
323,520    -64,4     -2115 00FF
323,525    -64,4     -2115 00FF
323,530    -64,4     -2115 00FF
323,535    -64,4     -2115 00FF
323,540    -64,4     -2115 00FF
323,545    -64,4     -2115 00FF
323,550    -64,4     -2115 00FF
323,555    -64,4     -2115 00FF
323,560    -64,4     -2115 00FF
323,565    -64,4     -2115 00FF
323,570    -64,4     -2115 00FF
323,575    -64,4     -2115 00FF
323,580    -64,4     -2115 00FF
323,585    -64,4     -2115 00FF
323,590    -64,4     -2115 00FF
323,595    -64,4     -2115 00FF
323,600    -64,4     -2115 00FF
323,605    -64,4     -2115 00FF
323,610    -64,4     -2115 00FF
323,615    -64,4     -2115 00FF
323,620    -64,4     -2115 00FF
323,625    -64,4     -2115 00FF
323,630    -64,4     -2115 00FF
323,635    -64,4     -2115 00FF
323,640    -64,4     -2115 00FF
323,645    -64,4     -2115 00FF
323,650    -64,4     -2115 00FF
323,655    -64,4     -2115 00FF
323,660    -64,4     -2115 00FF
323,665    -64,4     -2115 00FF
323,670    -64,4     -2115 00FF
323,675    -64,4     -2115 00FF
323,680    -64,4     -2115 00FF
323,685    -64,4     -2115 00FF
323,690    -64,4     -2115 00FF
323,695    -64,4     -2115 00FF
323,700    -64,4     -2115 00FF
323,705    -64,4     -2115 00FF
323,710    -64,4     -2115 00FF
323,715    -64,4     -2115 00FF
323,720    -64,4     -2115 00FF
323,725    -64,4     -2115 00FF
323,730    -64,4     -2115 00FF
323,735    -64,4     -2115 00FF
323,740    -64,4     -2115 00FF
323,745    -64,4     -2115 00FF
323,750    -64,4     -2115 00FF
323,755    -64,4     -2115 00FF
323,760    -64,4     -2115 00FF
323,765    -64,4     -2115 00FF
323,770    -64,4     -2115 00FF
323,775    -64,4     -2115 00FF
323,780    -64,4     -2115 00FF
323,785    -64,4     -2115 00FF
323,790    -64,4     -2115 00FF
323,795    -64,4     -2115 00FF
323,800    -64,4     -2115 00FF
323,805    -64,4     -2115 00FF
323,810    -64,4     -2115 00FF
323,815    -64,4     -2115 00FF
323,820    -64,4     -2115 00FF
323,825    -64,4     -2115 00FF
323,830    -64,4     -2115 00FF
323,835    -64,4     -2115 00FF
323,840    -64,4     -2115 00FF
323,845    -64,4     -2115 00FF
323,850    -64,4     -2115 00FF
323,855    -64,4     -2115 00FF
323,860    -64,4     -2115 00FF
323,865    -64,4     -2115 00FF
323,870    -64,4     -2115 00FF
323,875    -64,4     -2115 00FF
323,880    -64,4     -2115 00FF
323,885    -64,4     -2115 00FF
323,890    -64,4     -2115 00FF
323,895    -64,4     -2115 00FF
323,900    -64,4     -2115 00FF
323,905    -64,4     -2115 00FF
323,910    -64,4     -2115 00FF
323,915    -64,4     -2115 00FF
323,920    -64,4     -2115 00FF
323,925    -64,4     -2115 00FF
323,930    -64,4     -2115 00FF
323,935    -64,4     -2115 00FF
323,940    -64,4     -2115 00FF
323,945    -64,4     -2115 00FF
323,950    -64,4     -2115 00FF
323,955    -64,4     -2115 00FF
323,960    -64,4     -2115 00FF
323,965    -64,4     -2115 00FF
323,970    -64,4     -2115 00FF
323,975    -64,4     -2115 00FF
323,980    -64,4     -2115 00FF
323,985    -64,4     -2115 00FF
323,990    -64,4     -2115 00FF
323,995    -64,4     -2115 00FF
324,000    -64,4     -2115 00FF
324,005    -64,4     -2115 00FF
324,010    -64,4     -2115 00FF
324,015    -64,4     -2115 00FF
324,020    -64,4     -2115 00FF
324,025    -64,4     -2115 00FF
324,030    -64,4     -2115 00FF
324,035    -64,4     -2115 00FF
324,040    -64,4     -2115 00FF
324,045    -64,4     -2115 00FF
324,050    -64,4     -2115 00FF
324,055    -64,4     -2115 00FF
324,060    -64,4     -2115 00FF
324,065    -64,4     -2115 00FF
324,070    -64,4     -2115 00FF
324,075    -64,4     -2115 00FF
324,080    -64,4     -2115 00FF
324,085    -64,4     -2115 00FF
324,090    -64,4     -2115 00FF
324,095    -64,4     -2115 00FF
324,100    -64,4     -2115 00FF
324,105    -64,4     -2115 00FF
324,110    -64,4     -2115 00FF
324,115    -64,4     -2115 00FF
324,120    -64,4     -2115 00FF
324,125    -64,4     -2115 00FF
324,130    -64,4     -2115 00FF
324,135    -64,4     -2115 00FF
324,140    -64,4     -2115 00FF
324,145    -64,4     -2115 00FF
324,150    -64,4     -2115 00FF
324,155    -64,4     -2115 00FF
324,160    -64,4     -2115 00FF
324,165    -64,4     -2115 00FF
324,170    -64,4     -2115 00FF
324,175    -64,4     -2115 00FF
324,180    -64,4     -2115 00FF
324,185    -64,4     -2115 00FF
324,190    -64,4     -2115 00FF
324,195    -64,4     -2115 00FF
324,200    -64,4     -2115 00FF
324,205    -64,4     -2115 00FF
324,210    -64,4     -2115 00FF
324,215    -64,4     -2115 00FF
324,220    -64,4     -2115 00FF
324,225    -64,4     -2115 00FF
324,230    -64,4     -2115 00FF
324,235    -64,4     -2115 00FF
324,240    -64,4     -2115 00FF
324,245    -64,4     -2115 00FF
324,250    -64,4     -2115 00FF
324,255    -64,4     -2115 00FF
324,260    -64,4     -2115 00FF
324,265    -64,4     -2115 00FF
324,270    -64,4     -2115 00FF
324,275    -64,4     -2115 00FF
324,280    -64,4     -2115 00FF
324,285    -64,4     -2115 00FF
324,290    -64,4     -2115 00FF
324,295    -64,4     -2115 00FF
324,300    -64,4     -2115 00FF
324,305    -64,4     -2115 00FF
324,310    -64,4     -2115 00FF
324,315    -64,4     -2115 00FF
324,320    -64,4     -2115 00FF
324,325    -64,4     -2115 00FF
324,330    -64,4     -2115 00FF
324,335    -64,4     -2115 00FF
324,340    -64,4     -2115 00FF
324,345    -64,4     -2115 00FF
324,350    -64,4     -2115 00FF
324,355    -64,4     -2115 00FF
324,360    -64,4     -2115 00FF
324,365    -64,4     -2115 00FF
324,370    -64,4     -2115 00FF
324,375    -64,4     -2115 00FF
324,380    -64,4     -2115 00FF
324,385    -64,4     -2115 00FF
324,390    -64,4     -2115 00FF
324,395    -64,4     -2115 00FF
324,400    -64,4     -2115 00FF
324,405    -64,4     -2115 00FF
324,410    -64,4     -2115 00FF
324,415    -64,4     -2115 00FF
324,420    -64,4     -2115 00FF
324,425    -64,4     -2115 00FF
324,430    -64,4     -2115 00FF
324,435    -64,4     -2115 00FF
324,440    -64,4     -2115 00FF
324,445    -64,4     -2115 00FF
324,450    -64,4     -2115 00FF
324,455    -64,4     -2115 00FF
324,460    -64,4     -2115 00FF
324,465    -64,4     -2115 00FF
324,470    -64,4     -2115 00FF
324,475    -64,4     -2115 00FF
324,480    -64,4     -2115 00FF
324,485    -64,4     -2115 00FF
324,490    -64,4     -2115 00FF
324,495    -64,4     -2115 00FF
324,500    -64,4     -2115 00FF
324,505    -64,4     -2115 00FF
324,510    -64,4     -2115 00FF
324,515    -64,4     -2115 00FF
324,520    -64,4     -2115 00FF
324,525    -64,4     -2115 00FF
324,530    -64,4     -2115 00FF
324,535    -64,4     -2115 00FF
324,540    -64,4     -2115 00FF
324,545    -64,4     -2115 00FF
324,550    -64,4     -2115 00FF
324,555    -64,4     -2115 00FF
324,560    -64,4     -2115 00FF
324,565    -64,4     -2115 00FF
324,570    -64,4     -2115 00FF
324,575    -64,4     -2115 00FF
324,580    -64,4     -2115 00FF
324,585    -64,4     -2115 00FF
324,590    -64,4     -2115 00FF
324,595    -64,4     -2115 00FF
324,600    -64,4     -2115 00FF
324,605    -64,4     -2115 00FF
324,610    -64,4     -2115 00FF
324,615    -64,4     -2115 00FF
324,620    -64,4     -2115 00FF
324,625    -64,4     -2115 00FF
324,630    -64,4     -2115 00FF
324,635    -64,4     -2115 00FF
324,640    -64,4     -2115 00FF
324,645    -64,4     -2115 00FF
324,650    -64,4     -2115 00FF
324,655    -64,4     -2115 00FF
324,660    -64,4     -2115 00FF
324,665    -64,4     -2115 00FF
324,670    -64,4     -2115 00FF
324,675    -64,4     -2115 00FF
324,680    -64,4     -2115 00FF
324,685    -64,4     -2115 00FF
324,690    -64,4     -2115 00FF
324,695    -64,4     -2115 00FF
324,700    -64,4     -2115 00FF
324,705    -64,4     -2115 00FF
324,710    -64,4     -2115 00FF
324,715    -64,4     -2115 00FF
324,720    -64,4     -2115 00FF
324,725    -64,4     -2115 00FF
324,730    -64,4     -2115 00FF
324,735    -64,4     -2115 00FF
324,740    -64,4     -2115 00FF
324,745    -64,4     -2115 00FF
324,750    -64,4     -2115 00FF
324,755    -64,4     -2115 00FF
324,760    -64,4     -2115 00FF
324,765    -64,4     -2115 00FF
324,770    -64,4     -2115 00FF
324,775    -64,4     -2115 00FF
324,780    -64,4     -2115 00FF
324,785    -64,4     -2115 00FF
324,790    -64,4     -2115 00FF
324,795    -64,4     -2115 00FF
324,800    -64,4     -2115 00FF
324,805    -64,4     -2115 00FF
324,810    -64,4     -2115 00FF
324,815    -64,4     -2115 00FF
324,820    -64,4     -2115 00FF
324,825    -64,4     -2115 00FF
324,830    -64,4     -2115 00FF
324,835    -64,4     -2115 00FF
324,840    -64,4     -2115 00FF
324,845    -64,4     -2115 00FF
324,850    -64,4     -2115 00FF
324,855    -64,4     -2115 00FF
324,860    -64,4     -2115 00FF
324,865    -64,4     -2115 00FF
324,870    -64,4     -2115 00FF
324,875    -64,4     -2115 00FF
324,880    -64,4     -2115 00FF
324,885    -64,4     -2115 00FF
324,890    -64,4     -2115 00FF
324,895    -64,4     -2115 00FF
324,900    -64,4     -2115 00FF
324,905    -64,4     -2115 00FF
324,910    -64,4     -2115 00FF
324,915    -64,4     -2115 00FF
324,920    -64,4     -2115 00FF
324,925    -64,4     -2115 00FF
324,930    -64,4     -2115 00FF
324,935    -64,4     -2115 00FF
324,940    -64,4     -2115 00FF
324,945    -64,4     -2115 00FF
324,950    -64,4     -2115 00FF
324,955    -64,4     -2115 00FF
324,960    -64,4     -2115 00FF
324,965    -64,4     -2115 00FF
324,970    -64,4     -2115 00FF
324,975    -64,4     -2115 00FF
324,980    -64,4     -2115 00FF
324,985    -64,4     -2115 00FF
324,990    -64,4     -2115 00FF
324,995    -64,4     -2115 00FF
325,000    -64,4     -2115 00FF
325,005    -64,4     -2115 00FF
325,010    -64,4     -2115 00FF
325,015    -64,4     -2115 00FF
325,020    -64,4     -2115 00FF
325,025    -64,4     -2115 00FF
325,030    -64,4     -2115 00FF
325,035    -64,4     -2115 00FF
325,040    -64,4     -2115 00FF
325,045    -64,4     -2115 00FF
325,050    -64,4     -2115 00FF
325,055    -64,4     -2115 00FF
325,060    -64,4     -2115 00FF
325,065    -64,4     -2115 00FF
325,070    -64,4     -2115 00FF
325,075    -64,4     -2115 00FF
325,080    -64,4     -2115 00FF
325,085    -64,4     -2115 00FF
325,090    -64,4     -2115 00FF
325,095    -64,4     -2115 00FF
325,100    -64,4     -2115 00FF
325,105    -64,4     -2115 00FF
325,110    -64,4     -2115 00FF
325,115    -64,4     -2115 00FF
325,120    -64,4     -2115 00FF
325,125    -64,4     -2115 00FF
325,130    -64,4     -2115 00FF
325,135    -64,4     -2115 00FF
325,140    -64,4     -2115 00FF
325,145    -64,4     -2115 00FF
325,150    -64,4     -2115 00FF
325,155    -64,4     -2115 00FF
325,160    -64,4     -2115 00FF
325,165    -64,4     -2115 00FF
325,170    -64,4     -2115 00FF
325,175    -64,4     -2115 00FF
325,180    -64,4     -2115 00FF
325,185    -64,4     -2115 00FF
325,190    -64,4     -2115 00FF
325,195    -64,4     -2115 00FF
325,200    -64,4     -2115 00FF
325,205    -64,4     -2115 00FF
325,210    -64,4     -2115 00FF
325,215    -64,4     -2115 00FF
325,220    -64,4     -2115 00FF
325,225    -64,4     -2115 00FF
325,230    -64,4     -2115 00FF
325,235    -64,4     -2115 00FF
325,240    -64,4     -2115 00FF
325,245    -64,4     -2115 00FF
325,250    -64,4     -2115 00FF
325,255    -64,4     -2115 00FF
325,260    -64,4     -2115 00FF
325,265    -64,4     -2115 00FF
325,270    -64,4     -2115 00FF
325,275    -64,4     -2115 00FF
325,280    -64,4     -2115 00FF
325,285    -64,4     -2115 00FF
325,290    -64,4     -2115 00FF
325,295    -64,4     -2115 00FF
325,300    -64,4     -2115 00FF
325,305    -64,4     -2115 00FF
325,310    -64,4     -2115 00FF
325,315    -64,4     -2115 00FF
325,320    -64,4     -2115 00FF
325,325    -64,4     -2115 00FF
325,330    -64,4     -2115 00FF
325,335    -64,4     -2115 00FF
325,340    -64,4     -2115 00FF
325,345    -64,4     -2115 00FF
325,350    -64,4     -2115 00FF
325,355    -64,4     -2115 00FF
325,360    -64,4     -2115 00FF
325,365    -64,4     -2115 00FF
325,370    -64,4     -2115 00FF
325,375    -64,4     -2115 00FF
325,380    -64,4     -2115 00FF
325,385    -64,4     -2115 00FF
325,390    -64,4     -2115 00FF
325,395    -64,4     -2115 00FF
325,400    -64,4     -2115 00FF
325,405    -64,4     -2115 00FF
325,410    -64,4     -2115 00FF
325,415    -64,4     -2115 00FF
325,420    -64,4     -2115 00FF
325,425    -64,4     -2115 00FF
325,430    -64,4     -2115 00FF
325,435    -64,4     -2115 00FF
325,440    -64,4     -2115 00FF
325,445    -64,4     -2115 00FF
325,450    -64,4     -2115 00FF
325,455    -64,4     -2115 00FF
325,460    -64,4     -2115 00FF
325,465    -64,4     -2115 00FF
325,470    -64,4     -2115 00FF
325,475    -64,4     -2115 00FF
325,480    -64,4     -2115 00FF
325,485    -64,4     -2115 00FF
325,490    -64,4     -2115 00FF
325,495    -64,4     -2115 00FF
325,500    -64,4     -2115 00FF
325,505    -64,4     -2115 00FF
325,510    -64,4     -2115 00FF
325,515    -64,4     -2115 00FF
325,520    -64,4     -2115 00FF
325,525    -64,4     -2115 00FF
325,530    -64,4     -2115 00FF
325,535    -64,4     -2115 00FF
325,540    -64,4     -2115 00FF
325,545    -64,4     -2115 00FF
325,550    -64,4     -2115 00FF
325,555    -64,4     -2115 00FF
325,560    -64,4     -2115 00FF
325,565    -64,4     -2115 00FF
325,570    -64,4     -2115 00FF
325,575    -64,4     -2115 00FF
325,580    -64,4     -2115 00FF
325,585    -64,4     -2115 00FF
325,590    -64,4     -2115 00FF
325,595    -64,4     -2115 00FF
325,600    -64,4     -2115 00FF
325,605    -64,4     -2115 00FF
325,610    -64,4     -2115 00FF
325,615    -64,4     -2115 00FF
325,620    -64,4     -2115 00FF
325,625    -64,4     -2115 00FF
325,630    -64,4     -2115 00FF
325,635    -64,4     -2115 00FF
325,640    -64,4     -2115 00FF
325,645    -64,4     -2115 00FF
325,650    -64,4     -2115 00FF
325,655    -64,4     -2115 00FF
325,660    -64,4     -2115 00FF
325,665    -64,4     -2115 00FF
325,670    -64,4     -2115 00FF
325,675    -64,4     -2115 00C1
325,680      1,1        -7 000F
325,685      1,0        -7 000F
325,690      1,0        -7 000F
325,695      0,9        18 000F
325,700      1,0        -7 000F
325,705      0,9        -7 000F
325,710      0,7        -7 000F
325,715      0,9        -7 000F
325,720      1,1        -7 000F
325,725      1,1        -7 000F
325,730      1,1        -7 000F
325,735      1,0        -7 000F
325,740      0,9        18 000F
325,745      0,9        -7 000F
325,750      0,9        -7 000F
325,755      1,0        -7 000F
325,760      1,2        -7 000F
325,765      1,1        -7 000F
325,770      1,1        -7 000F
325,775      1,0        -7 000F
325,780      0,9        18 000F
325,785      0,9        -7 000F
325,790      0,9        18 000F
325,795      1,1        -7 000F
325,800      1,1        -7 000F
325,805      1,0        -7 000F
325,810      0,9        -7 000F
325,815      0,9        18 000F
325,820      1,0        -7 000F
325,825      1,0        18 000F
325,830      1,1        -7 000F
325,835      1,1        -7 000F
325,840      1,0        -7 000F
325,845      1,0        -7 000F
325,850      0,7        18 000F
325,855      1,0        -7 000F
325,860      1,1        -7 000F
325,865      0,9        -7 000F
325,870      1,0        -7 000F
325,875      1,0        -7 000F
325,880      0,9        -7 000F
325,885      0,9        18 000F
325,890      1,0        18 000F
325,895      1,0        18 000F
325,900      1,0        -7 000F
325,905      1,1        -7 000F
325,910      1,0        -7 000F
325,915      0,7        -7 000F
325,920      0,9        -7 000F
325,925      1,0        -7 000F
325,930      1,1        -7 000F
325,935      1,0        -7 000F
325,940      0,9        -7 000F
325,945      1,0        18 000F
325,950      0,9        -7 000F
325,955      1,1        -7 000F
325,960      0,9        -7 000F
325,965      0,9        18 000F
325,970      0,7        -7 000F
325,975      0,9        -7 000F
325,980      1,0        -7 000F
325,985      0,9        -7 000F
325,990      0,9        -7 000F
325,995      1,0        -7 000F
326,000      1,1        18 000F
326,005      1,0        18 000F
326,010      1,0        18 000F
326,015      1,0        -7 000F
326,020      0,9        18 000F
326,025      1,1        -7 000F
326,030      1,1        18 000F
326,035      1,2        -7 000F
326,040      1,1        -7 000F
326,045      1,1        -7 000F
326,050      1,1        18 000F
326,055      1,1        18 000F
326,060      1,1        -7 000F
326,065      1,2        18 000F
326,070      1,1        18 000F
326,075      1,1        -7 000F
326,080      1,1        18 000F
326,085      1,0        -7 000F
326,090      1,1        -7 000F
326,095      1,1        18 000F
326,100      1,1        -7 000F
326,105      1,0        -7 000F
326,110      0,9        -7 000F
326,115      1,0        -7 000F
326,120      1,0        -7 000F
326,125      0,9        -7 000F
326,130      0,9        18 000F
326,135      1,0        -7 000F
326,140      1,0        18 000F
326,145      1,0        -7 000F
326,150      1,0        -7 000F
326,155      1,0        18 000F
326,160      1,2        18 000F
326,165      1,2        -7 000F
326,170      1,2        -7 000F
326,175      1,0        -7 000F
326,180      1,2        18 000F
326,185      1,0        -7 000F
326,190      0,9        -7 000F
326,195      0,9        -7 000F
326,200      1,0        18 000F
326,205      1,0        -7 000F
326,210      1,0        -7 000F
326,215      1,2        18 000F
326,220      1,0        -7 000F
326,225      1,2        -7 000F
326,230      1,0        -7 000F
326,235      0,9        18 000F
326,240      1,0        -7 000F
326,245      0,9        -7 000F
326,250      1,0        18 000F
326,255      1,1        -7 000F
326,260      1,2        -7 000F
326,265      0,9        18 000F
326,270      1,0        18 000F
326,275      1,1        -7 000F
326,280      1,0        -7 000F
326,285      0,9        -7 000F
326,290      1,1        18 000F
326,295      1,0        18 000F
326,300      1,1        -7 000F
326,305      1,0        -7 000F
326,310      0,9        -7 000F
326,315      1,0        18 000F
326,320      1,0        18 000F
326,325      1,0        -7 000F
326,330      1,2        -7 000F
326,335      1,0        -7 000F
326,340      1,0        18 000F
326,345      0,9        -7 000F
326,350      1,0        -7 000F
326,355      1,0        -7 000F
326,360      1,1        -7 000F
326,365      0,9        -7 000F
326,370      1,0        -7 000F
326,375      0,9        -7 000F
326,380      0,9        -7 000F
326,385      0,9        -7 000F
326,390      1,0        -7 000F
326,395      1,1        18 000F
326,400      1,2        -7 000F
326,405      1,0        -7 000F
326,410      0,9        -7 000F
326,415      0,7        18 000F
326,420      1,0        -7 000F
326,425      1,0        -7 000F
326,430      1,2        -7 000F
326,435      1,1        18 000F
326,440      1,0        18 000F
326,445      1,1        -7 000F
326,450      1,0        -7 000F
326,455      1,0        -7 000F
326,460      1,1        -7 000F
326,465      0,9        -7 000F
326,470      1,1        18 000F
326,475      1,0        -7 000F
326,480      0,9        -7 000F
326,485      1,0        -7 000F
326,490      1,0        -7 000F
326,495      0,9        -7 000F
326,500      1,0        18 000F
326,505      1,0        18 000F
326,510      1,1        18 000F
326,515      1,1        18 000F
326,520      1,1        18 000F
326,525      0,9        -7 000F
326,530      0,7        -7 000F
326,535      1,0        -7 000F
326,540      1,0        18 000F
326,545      1,1        -7 000F
326,550      1,1        18 000F
326,555      1,1        18 000F
326,560      0,9        18 000F
326,565      1,0        -7 000F
326,570      0,9        -7 000F
326,575      1,1        18 000F
326,580      0,7        -7 000F
326,585      1,0        18 000F
326,590      1,0        -7 000F
326,595      0,9        18 000F
326,600      1,1        -7 000F
326,605      0,9        -7 000F
326,610      1,0        18 000F
326,615      1,0        -7 000F
326,620      1,2        -7 000F
326,625      1,0        -7 000F
326,630      1,0        -7 000F
326,635      0,7        18 000F
326,640      1,0        -7 000F
326,645      1,1        -7 000F
326,650      1,1        18 000F
326,655      1,2        -7 000F
326,660      1,0        -7 000F
326,665      0,9        -7 000F
326,670      1,0        -7 000F
326,675      1,0        18 000F
326,680      1,1        -7 000F
326,685      1,1        -7 000F
326,690      1,0        -7 000F
326,695      0,9        -7 000F
326,700      1,0        -7 000F
326,705      0,9        -7 000F
326,710      1,1        -7 000F
326,715      1,2        18 000F
326,720      1,1        -7 000F
326,725      1,0        -7 000F
326,730      1,1        -7 000F
326,735      1,1        -7 000F
326,740      1,1        -7 000F
326,745      0,9        -7 000F
326,750      0,7        -7 000F
326,755      0,9        -7 000F
326,760      0,9        18 000F
326,765      1,2        -7 000F
326,770      1,2        18 000F
326,775      1,0        -7 000F
326,780      0,7        18 000F
326,785      0,9        18 000F
326,790      1,0        -7 000F
326,795      1,0        -7 000F
326,800      1,1        18 000F
326,805      1,1        -7 000F
326,810      0,9        18 000F
326,815      1,0        18 000F
326,820      0,9        -7 000F
326,825      1,0        -7 000F
326,830      1,0        18 000F
326,835      1,1        18 000F
326,840      1,1        -7 000F
326,845      0,9        -7 000F
326,850      1,0        18 000F
326,855      0,9        18 000F
326,860      0,9        -7 000F
326,865      1,2        18 000F
326,870      1,0        -7 000F
326,875      1,0        18 000F
326,880      0,9        -7 000F
326,885      1,0        -7 000F
326,890      0,7        -7 000F
326,895      1,1        -7 000F
326,900      1,0        -7 000F
326,905      0,9        18 000F
326,910      1,0        -7 000F
326,915      0,9        -7 000F
326,920      0,9        -7 000F
326,925      1,0        -7 000F
326,930      1,0        18 000F
326,935      1,2        -7 000F
326,940      1,1        -7 000F
326,945      1,0        -7 000F
326,950      0,9        -7 000F
326,955      0,7        -7 000F
326,960      0,9        -7 000F
326,965      1,0        -7 000F
326,970      1,0        -7 000F
326,975      1,0        -7 000F
326,980      1,0        18 000F
326,985      1,0        -7 000F
326,990      1,0        -7 000F
326,995      1,0        -7 000F
327,000      0,7        18 000F
327,005      0,9        18 000F
327,010      1,1        -7 000F
327,015      1,2        -7 000F
327,020      1,1        -7 000F
327,025      1,0        -7 000F
327,030      0,9        -7 000F
327,035      0,9        -7 000F
327,040      1,0        -7 000F
327,045      1,1        -7 000F
327,050      1,0        -7 000F
327,055      1,2        -7 000F
327,060      1,0        -7 000F
327,065      0,9        -7 000F
327,070      1,0        -7 000F
327,075      1,0        -7 000F
327,080      1,2        -7 000F
327,085      1,1        -7 000F
327,090      1,0        -7 000F
327,095      0,9        -7 000F
327,100      0,9        18 000F
327,105      0,9        -7 000F
327,110      1,0        18 000F
327,115      0,9        18 000F
327,120      1,1        -7 000F
327,125      1,0        18 000F
327,130      1,0        -7 000F
327,135      0,7        -7 000F
327,140      1,0        18 000F
327,145      1,0        -7 000F
327,150      1,1        -7 000F
327,155      1,0        -7 000F
327,160      1,0        -7 000F
327,165      0,9        -7 000F
327,170      1,0        18 000F
327,175      0,9        -7 000F
327,180      1,1        18 000F
327,185      0,9        18 000F
327,190      1,0        -7 000F
327,195      0,9        -7 000F
327,200      1,0        18 000F
327,205      1,0        18 000F
327,210      1,0        -7 000F
327,215      1,0        -7 000F
327,220      0,9        -7 000F
327,225      1,0        -7 000F
327,230      1,1        -7 000F
327,235      1,0        -7 000F
327,240      1,1        18 000F
327,245      1,0        -7 000F
327,250      1,1        -7 000F
327,255      1,2        -7 000F
327,260      1,1        -7 000F
327,265      1,1        18 000F
327,270      1,0        18 000F
327,275      1,0        18 000F
